disease_area,disease,phase,outcome_normalized,outcome_trial_count,phase_trial_count,percentage,outcome_position
Neoplastic disease,Myeloproliferative Neoplasms,Phase 4,CHANGE FROM BASELINE IN MYELOFIBROSIS SYMPTOMS ASSESSMENT FORM,1,2,50.0000,15
Neoplastic disease,Myeloproliferative Neoplasms,Phase 4,CHANGE IN EJECTION FRACTION,1,2,50.0000,16
Neoplastic disease,Myeloproliferative Neoplasms,Phase 4,CHANGE IN EQ-5D PREFERENCE INDEX,1,2,50.0000,17
Neoplastic disease,Myeloproliferative Neoplasms,Phase 4,CHANGE IN PLATELET COUNT,1,2,50.0000,18
Neoplastic disease,Myeloproliferative Neoplasms,Phase 4,CHANGE IN RED BLOOD CELL COUNT,1,2,50.0000,19
Neoplastic disease,Myeloproliferative Neoplasms,Phase 4,CHANGE IN WHITE BLOOD CELL COUNT,1,2,50.0000,21
Neoplastic disease,Myeloproliferative Neoplasms,Phase 4,COMPLETE RESPONSE RATE,1,2,50.0000,23
Cardiovascular disease,Myocardial Infarction,Phase 1,INCIDENCE AND SEVERITY OF ADVERSE EVENTS,1,3,33.3333,18
Cardiovascular disease,Myocardial Infarction,Phase 1,INTERSTITIAL ADENOSINE LEVELS,1,3,33.3333,19
Cardiovascular disease,Myocardial Infarction,Phase 1,MEAN CHANGE IN CENTRAL FOVEAL VOLUME,1,3,33.3333,20
Cardiovascular disease,Myocardial Infarction,Phase 1,MEAN CHANGE IN LOGMAR,1,3,33.3333,21
Cardiovascular disease,Myocardial Infarction,Phase 1,MODIFIED RANKIN SCALE,1,3,33.3333,22
Cardiovascular disease,Myocardial Infarction,Phase 1,NEOVASCULARIZATION DEVELOPMENT,1,3,33.3333,23
Cardiovascular disease,Myocardial Infarction,Phase 2,CHANGE IN EJECTION FRACTION,3,41,7.3171,1
Cardiovascular disease,Myocardial Infarction,Phase 2,LEFT VENTRICULAR EJECTION FRACTION,3,41,7.3171,4
Cardiovascular disease,Myocardial Infarction,Phase 2,FAVORABLE CEREBRAL PERFORMANCE CATEGORY,2,41,4.8780,7
Cardiovascular disease,Myocardial Infarction,Phase 2,GLOBAL OXYGEN CONSUMPTION,2,41,4.8780,8
Cardiovascular disease,Myocardial Infarction,Phase 2,MAXIMUM PLASMA CONCENTRATION,2,41,4.8780,10
Cardiovascular disease,Myocardial Infarction,Phase 2,NUMBER OF DEATHS,2,41,4.8780,11
Cardiovascular disease,Myocardial Infarction,Phase 2,NUMBER OF PARTICIPANTS WITH TREATMENT EMERGENT ADVERSE EVENTS,2,41,4.8780,12
Cardiovascular disease,Myocardial Infarction,Phase 3,ALL-CAUSE MORTALITY,7,28,25.0000,0
Cardiovascular disease,Myocardial Infarction,Phase 3,CHANGE IN EJECTION FRACTION,3,28,10.7143,1
Cardiovascular disease,Myocardial Infarction,Phase 3,SURVIVAL TO HOSPITAL DISCHARGE,3,28,10.7143,5
Cardiovascular disease,Myocardial Infarction,Phase 3,CARDIOVASCULAR MORTALITY,2,28,7.1429,2
Cardiovascular disease,Myocardial Infarction,Phase 3,CHANGE IN LEFT VENTRICULAR END-SYSTOLIC VOLUME,2,28,7.1429,6
Cardiovascular disease,Myocardial Infarction,Phase 3,RETURN OF SPONTANEOUS CIRCULATION,2,28,7.1429,14
Cardiovascular disease,Myocardial Infarction,Phase 3,STENT THROMBOSIS,2,28,7.1429,15
Cardiovascular disease,Myocardial Infarction,Phase 4,PLATELET REACTIVITY,4,30,13.3333,3
Cardiovascular disease,Myocardial Infarction,Phase 4,ALL-CAUSE MORTALITY,2,30,6.6667,0
Cardiovascular disease,Myocardial Infarction,Phase 4,CARDIOVASCULAR MORTALITY,2,30,6.6667,2
Cardiovascular disease,Myocardial Infarction,Phase 4,MAXIMAL PLATELET AGGREGATION,2,30,6.6667,9
Cardiovascular disease,Myocardial Infarction,Phase 4,PLATELET REACTIVITY INDEX,2,30,6.6667,13
Cardiovascular disease,Myocardial Infarction,Phase 4,% INHIBITION OF P2Y12,1,30,3.3333,16
Cardiovascular disease,Myocardial Infarction,Phase 4,1ST COMPOSITE CLINICAL ENDPOINT,1,30,3.3333,17
Sleep disorder,Narcolepsy,Phase 1,ACTH LEVEL,1,3,33.3333,15
Sleep disorder,Narcolepsy,Phase 1,AMOUNT OF TAK-925 AND ITS METABOLITES EXCRETED IN URINE,1,3,33.3333,17
Sleep disorder,Narcolepsy,Phase 1,AUC FROM 0 TO LAST MEASURABLE CONCENTRATION,1,3,33.3333,19
Sleep disorder,Narcolepsy,Phase 1,AUC LAST,1,3,33.3333,20
Sleep disorder,Narcolepsy,Phase 1,AUCLAST FOR TAK-925 AND ITS METABOLITES,1,3,33.3333,22
Sleep disorder,Narcolepsy,Phase 1,AUC∞,1,3,33.3333,23
Sleep disorder,Narcolepsy,Phase 1,AUC∞ FOR TAK-925 AND ITS METABOLITES,1,3,33.3333,24
Sleep disorder,Narcolepsy,Phase 2,CHANGE IN EPWORTH SLEEPINESS SCALE SCORE,4,21,19.0476,1
Sleep disorder,Narcolepsy,Phase 2,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,4,21,19.0476,0
Sleep disorder,Narcolepsy,Phase 2,PATIENT GLOBAL IMPRESSION OF CHANGE,4,21,19.0476,3
Sleep disorder,Narcolepsy,Phase 2,EPWORTH SLEEPINESS SCALE SCORE,3,21,14.2857,5
Sleep disorder,Narcolepsy,Phase 2,CHANGE FROM BASELINE IN EPWORTH SLEEPINESS SCALE SCORE,2,21,9.5238,8
Sleep disorder,Narcolepsy,Phase 2,CHANGE FROM BASELINE IN EPWORTH SLEEPINESS SCALE TOTAL SCORE,2,21,9.5238,9
Sleep disorder,Narcolepsy,Phase 2,CHANGE IN AVERAGE SLEEP LATENCY,2,21,9.5238,11
Sleep disorder,Narcolepsy,Phase 3,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,5,30,16.6667,0
Sleep disorder,Narcolepsy,Phase 3,CHANGE FROM BASELINE IN MEAN NUMBER OF NOCTURNAL VOIDS,4,30,13.3333,2
Sleep disorder,Narcolepsy,Phase 3,CHANGE IN EPWORTH SLEEPINESS SCALE SCORE,3,30,10.0000,1
Sleep disorder,Narcolepsy,Phase 3,CHANGE IN NOCTURIC EPISODES,3,30,10.0000,4
Sleep disorder,Narcolepsy,Phase 3,MINIMUM POST-TREATMENT SERUM SODIUM LEVELS,3,30,10.0000,6
Sleep disorder,Narcolepsy,Phase 3,CHANGE FROM BASELINE IN 24-HOUR URINE VOLUME,2,30,6.6667,7
Sleep disorder,Narcolepsy,Phase 3,CHANGE FROM BASELINE IN INITIAL PERIOD OF UNDISTURBED SLEEP,2,30,6.6667,10
Sleep disorder,Narcolepsy,Phase 4,% CHANGE IN PET [C-11] DIHYDROTETRABENAZINE BINDING,1,9,11.1111,12
Sleep disorder,Narcolepsy,Phase 4,% CHANGE IN PET [C11]RACLOPRIDE BINDING,1,9,11.1111,13
Sleep disorder,Narcolepsy,Phase 4,ABSOLUTE BIOAVAILABILITY,1,9,11.1111,14
Sleep disorder,Narcolepsy,Phase 4,ACTIVATION-PERFORMANCE RELATIONSHIP,1,9,11.1111,16
Sleep disorder,Narcolepsy,Phase 4,AUC FROM 0 TO INFINITY,1,9,11.1111,18
Sleep disorder,Narcolepsy,Phase 4,AUC OF TASIMELTEON,1,9,11.1111,21
Sleep disorder,Narcolepsy,Phase 4,BLOOD GAMMA-HYDROXYBUTYRATE CMAX,1,9,11.1111,25
Disorder of digestive system,Nausea and Vomiting,Phase 1,MAXIMUM PLASMA CONCENTRATION,3,8,37.5000,3
Disorder of digestive system,Nausea and Vomiting,Phase 1,AUC FROM 0 TO INFINITY,2,8,25.0000,4
Disorder of digestive system,Nausea and Vomiting,Phase 1,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,2,8,25.0000,5
Disorder of digestive system,Nausea and Vomiting,Phase 1,PEAK PLASMA CONCENTRATION,2,8,25.0000,15
Disorder of digestive system,Nausea and Vomiting,Phase 1,TIME TO MAXIMUM CONCENTRATION,2,8,25.0000,17
Disorder of digestive system,Nausea and Vomiting,Phase 1,APPARENT TERMINAL HALF-LIFE (T1/2),1,8,12.5000,18
Disorder of digestive system,Nausea and Vomiting,Phase 1,AREA UNDER THE CONCENTRATION-TIME CURVE,1,8,12.5000,19
Disorder of digestive system,Nausea and Vomiting,Phase 2,COMPLETE RESPONSE RATE,11,33,33.3333,0
Disorder of digestive system,Nausea and Vomiting,Phase 2,NAUSEA,3,33,9.0909,2
Disorder of digestive system,Nausea and Vomiting,Phase 2,AUC FROM 0 TO INFINITY,2,33,6.0606,4
Disorder of digestive system,Nausea and Vomiting,Phase 2,COMPLETE REMISSION,2,33,6.0606,9
Disorder of digestive system,Nausea and Vomiting,Phase 2,MAXIMUM PLASMA CONCENTRATION,2,33,6.0606,3
Disorder of digestive system,Nausea and Vomiting,Phase 2,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,2,33,6.0606,5
Disorder of digestive system,Nausea and Vomiting,Phase 2,PATIENT SATISFACTION,2,33,6.0606,14
Disorder of digestive system,Nausea and Vomiting,Phase 3,COMPLETE RESPONSE RATE,21,35,60.0000,0
Disorder of digestive system,Nausea and Vomiting,Phase 3,COMPLETE RESPONSE,14,35,40.0000,1
Disorder of digestive system,Nausea and Vomiting,Phase 3,OBJECTIVE RESPONSE RATE,4,35,11.4286,6
Disorder of digestive system,Nausea and Vomiting,Phase 3,PERCENTAGE OF PARTICIPANTS WITH NO VOMITING,3,35,8.5714,7
Disorder of digestive system,Nausea and Vomiting,Phase 3,SEVERITY OF NAUSEA,3,35,8.5714,8
Disorder of digestive system,Nausea and Vomiting,Phase 3,EVOLUTION SCORE OF NAUSEA,2,35,5.7143,10
Disorder of digestive system,Nausea and Vomiting,Phase 3,MAXIMUM SEVERITY OF NAUSEA,2,35,5.7143,12
Disorder of digestive system,Nausea and Vomiting,Phase 4,NAUSEA,4,22,18.1818,2
Disorder of digestive system,Nausea and Vomiting,Phase 4,COMPLETE RESPONSE RATE,2,22,9.0909,0
Disorder of digestive system,Nausea and Vomiting,Phase 4,INCIDENCE OF NAUSEA,2,22,9.0909,11
Disorder of digestive system,Nausea and Vomiting,Phase 4,NUMBER OF VOMITING EPISODES,2,22,9.0909,13
Disorder of digestive system,Nausea and Vomiting,Phase 4,PERCENTAGE OF PARTICIPANTS WITH ADVERSE EVENTS,2,22,9.0909,16
Disorder of digestive system,Nausea and Vomiting,Phase 4,AVERAGE LENGTH OF DELAY OF CHEMOTHERAPY ADMINISTRATION DUE TO CINV,1,22,4.5455,20
Disorder of digestive system,Nausea and Vomiting,Phase 4,AVERAGE NAUSEA SCORE,1,22,4.5455,21
Respiratory disease,Neonatal Respiratory Distress,Phase 1,ADVERSE EVENTS (OCULAR AND SYSTEMIC),1,8,12.5000,16
Respiratory disease,Neonatal Respiratory Distress,Phase 1,AUC FROM 0 TO LAST MEASURABLE CONCENTRATION,1,8,12.5000,18
Respiratory disease,Neonatal Respiratory Distress,Phase 1,CHANGE IN APNEA INDEX,1,8,12.5000,21
Respiratory disease,Neonatal Respiratory Distress,Phase 1,CHANGE IN MINUTE VENTILATION RATIO,1,8,12.5000,22
Respiratory disease,Neonatal Respiratory Distress,Phase 1,CHANGE IN NLDO GRADE,1,8,12.5000,23
Respiratory disease,Neonatal Respiratory Distress,Phase 1,CHANGE IN PLASMA LEVELS OF L-ARGININE AND L-CITRULLINE,1,8,12.5000,24
Respiratory disease,Neonatal Respiratory Distress,Phase 1,CHANGE IN SOCIAL AVOIDANCE SUBSCALE SCORE,1,8,12.5000,25
Respiratory disease,Neonatal Respiratory Distress,Phase 2,ALL-CAUSE MORTALITY,3,27,11.1111,2
Respiratory disease,Neonatal Respiratory Distress,Phase 2,GAIT VELOCITY,2,27,7.4074,8
Respiratory disease,Neonatal Respiratory Distress,Phase 2,HALF-LIFE,2,27,7.4074,9
Respiratory disease,Neonatal Respiratory Distress,Phase 2,LENGTH OF HOSPITAL STAY,2,27,7.4074,0
Respiratory disease,Neonatal Respiratory Distress,Phase 2,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,2,27,7.4074,12
Respiratory disease,Neonatal Respiratory Distress,Phase 2,PLASMA DRUG CONCENTRATION,2,27,7.4074,13
Respiratory disease,Neonatal Respiratory Distress,Phase 2,READMISSION RATE,2,27,7.4074,15
Respiratory disease,Neonatal Respiratory Distress,Phase 3,LENGTH OF HOSPITAL STAY,7,26,26.9231,0
Respiratory disease,Neonatal Respiratory Distress,Phase 3,CHANGE IN BODY WEIGHT,5,26,19.2308,1
Respiratory disease,Neonatal Respiratory Distress,Phase 3,CHANGE IN ICND TOTAL SCORE,2,26,7.6923,3
Respiratory disease,Neonatal Respiratory Distress,Phase 3,CLINICAL GLOBAL IMPRESSION-IMPROVEMENT SCORE,2,26,7.6923,4
Respiratory disease,Neonatal Respiratory Distress,Phase 3,DEATH OR NEURODEVELOPMENTAL IMPAIRMENT,2,26,7.6923,5
Respiratory disease,Neonatal Respiratory Distress,Phase 3,DURATION OF MECHANICAL VENTILATION,2,26,7.6923,6
Respiratory disease,Neonatal Respiratory Distress,Phase 3,DURATION OF OXYGEN SUPPLEMENTATION,2,26,7.6923,7
Respiratory disease,Neonatal Respiratory Distress,Phase 4,LENGTH OF HOSPITAL STAY,2,13,15.3846,0
Respiratory disease,Neonatal Respiratory Distress,Phase 4,MEAN NUMBER OF SURFACTANT DOSES,2,13,15.3846,10
Respiratory disease,Neonatal Respiratory Distress,Phase 4,MORTALITY RATE,2,13,15.3846,11
Respiratory disease,Neonatal Respiratory Distress,Phase 4,RATE OF PNEUMOTHORAX,2,13,15.3846,14
Respiratory disease,Neonatal Respiratory Distress,Phase 4,ALBUTEROL RESPONSE RATE,1,13,7.6923,17
Respiratory disease,Neonatal Respiratory Distress,Phase 4,AVERAGE DAILY DOSE OF ORAL MORPHINE,1,13,7.6923,19
Respiratory disease,Neonatal Respiratory Distress,Phase 4,BAYLEY SCALES OF INFANT AND TODDLER DEVELOPMENT SCORES,1,13,7.6923,20
Disorder of the genitourinary system,Nephrotic Syndrome,Phase 1,MAXIMUM PLASMA CONCENTRATION,9,13,69.2308,0
Disorder of the genitourinary system,Nephrotic Syndrome,Phase 1,AUC FROM 0 TO INFINITY,7,13,53.8462,2
Disorder of the genitourinary system,Nephrotic Syndrome,Phase 1,AUC FROM 0 TO LAST MEASURABLE CONCENTRATION,5,13,38.4615,4
Disorder of the genitourinary system,Nephrotic Syndrome,Phase 1,TIME TO MAXIMUM CONCENTRATION,5,13,38.4615,8
Disorder of the genitourinary system,Nephrotic Syndrome,Phase 1,APPARENT VOLUME OF DISTRIBUTION,4,13,30.7692,9
Disorder of the genitourinary system,Nephrotic Syndrome,Phase 1,AREA UNDER THE CONCENTRATION-TIME CURVE,3,13,23.0769,12
Disorder of the genitourinary system,Nephrotic Syndrome,Phase 1,RENAL CLEARANCE,3,13,23.0769,14
Disorder of the genitourinary system,Nephrotic Syndrome,Phase 2,CHANGE IN PLATELET COUNT,6,24,25.0000,1
Disorder of the genitourinary system,Nephrotic Syndrome,Phase 2,CHANGE IN PRURITUS SCORE,5,24,20.8333,5
Disorder of the genitourinary system,Nephrotic Syndrome,Phase 2,MINIMUM AND MAXIMUM BLOOD CONCENTRATION,5,24,20.8333,6
Disorder of the genitourinary system,Nephrotic Syndrome,Phase 2,PERCENTAGE OF PATIENTS WITH PLATELET COUNT NORMALIZATION,5,24,20.8333,7
Disorder of the genitourinary system,Nephrotic Syndrome,Phase 2,PERCENTAGE OF PATIENTS WITH HEMATOLOGIC NORMALIZATION,4,24,16.6667,10
Disorder of the genitourinary system,Nephrotic Syndrome,Phase 2,TMA INTERVENTION RATE,4,24,16.6667,11
Disorder of the genitourinary system,Nephrotic Syndrome,Phase 2,CHANGE IN ALT,3,24,12.5000,13
Disorder of the genitourinary system,Nephrotic Syndrome,Phase 3,CHANGE IN EGFR,4,19,21.0526,3
Disorder of the genitourinary system,Nephrotic Syndrome,Phase 3,CHANGE FROM BASELINE IN LDH,2,19,10.5263,15
Disorder of the genitourinary system,Nephrotic Syndrome,Phase 3,CHANGE IN CKD STAGE,2,19,10.5263,16
Disorder of the genitourinary system,Nephrotic Syndrome,Phase 3,CHANGE IN HEMOGLOBIN,2,19,10.5263,17
Disorder of the genitourinary system,Nephrotic Syndrome,Phase 3,CHANGE IN PLATELET COUNT,2,19,10.5263,1
Disorder of the genitourinary system,Nephrotic Syndrome,Phase 3,CHANGE IN QUALITY OF LIFE SCORE,2,19,10.5263,18
Disorder of the genitourinary system,Nephrotic Syndrome,Phase 3,PARTICIPANTS WHO DO NOT REQUIRE DIALYSIS,2,19,10.5263,20
Disorder of the genitourinary system,Nephrotic Syndrome,Phase 4,CHANGE IN EGFR,2,20,10.0000,3
Disorder of the genitourinary system,Nephrotic Syndrome,Phase 4,HOSPITAL LENGTH OF STAY,2,20,10.0000,19
Disorder of the genitourinary system,Nephrotic Syndrome,Phase 4,SYSTOLIC BLOOD PRESSURE,2,20,10.0000,21
Disorder of the genitourinary system,Nephrotic Syndrome,Phase 4,25% IMPROVEMENT IN EGFR,1,20,5.0000,22
Disorder of the genitourinary system,Nephrotic Syndrome,Phase 4,50% REDUCTION IN PROTEINURIA,1,20,5.0000,23
Disorder of the genitourinary system,Nephrotic Syndrome,Phase 4,AVERAGE SURGICAL PAIN INTENSITY,1,20,5.0000,24
Disorder of the genitourinary system,Nephrotic Syndrome,Phase 4,CAD DEGREE,1,20,5.0000,25
Neoplastic disease,Neuroendocrine Tumors,Phase 1,OBJECTIVE RESPONSE RATE,6,13,46.1538,0
Neoplastic disease,Neuroendocrine Tumors,Phase 1,MAXIMUM PLASMA CONCENTRATION,5,13,38.4615,8
Neoplastic disease,Neuroendocrine Tumors,Phase 1,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,4,13,30.7692,5
Neoplastic disease,Neuroendocrine Tumors,Phase 1,PROGRESSION-FREE SURVIVAL,4,13,30.7692,1
Neoplastic disease,Neuroendocrine Tumors,Phase 1,TIME TO MAXIMUM CONCENTRATION,4,13,30.7692,9
Neoplastic disease,Neuroendocrine Tumors,Phase 1,CLEARANCE,3,13,23.0769,10
Neoplastic disease,Neuroendocrine Tumors,Phase 1,DISEASE CONTROL RATE,3,13,23.0769,3
Neoplastic disease,Neuroendocrine Tumors,Phase 2,OBJECTIVE RESPONSE RATE,72,140,51.4286,0
Neoplastic disease,Neuroendocrine Tumors,Phase 2,PROGRESSION-FREE SURVIVAL,64,140,45.7143,1
Neoplastic disease,Neuroendocrine Tumors,Phase 2,OVERALL SURVIVAL,50,140,35.7143,2
Neoplastic disease,Neuroendocrine Tumors,Phase 2,DURATION OF RESPONSE,20,140,14.2857,4
Neoplastic disease,Neuroendocrine Tumors,Phase 2,DISEASE CONTROL RATE,19,140,13.5714,3
Neoplastic disease,Neuroendocrine Tumors,Phase 2,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,16,140,11.4286,5
Neoplastic disease,Neuroendocrine Tumors,Phase 2,TIME TO PROGRESSION,11,140,7.8571,6
Neoplastic disease,Neuroendocrine Tumors,Phase 3,OVERALL SURVIVAL,24,44,54.5455,2
Neoplastic disease,Neuroendocrine Tumors,Phase 3,PROGRESSION-FREE SURVIVAL,23,44,52.2727,1
Neoplastic disease,Neuroendocrine Tumors,Phase 3,OBJECTIVE RESPONSE RATE,21,44,47.7273,0
Neoplastic disease,Neuroendocrine Tumors,Phase 3,DISEASE CONTROL RATE,7,44,15.9091,3
Neoplastic disease,Neuroendocrine Tumors,Phase 3,CHANGE IN EORTC QLQ-C30 SCORE,6,44,13.6364,7
Neoplastic disease,Neuroendocrine Tumors,Phase 3,DURATION OF RESPONSE,6,44,13.6364,4
Neoplastic disease,Neuroendocrine Tumors,Phase 3,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,4,44,9.0909,5
Neoplastic disease,Neuroendocrine Tumors,Phase 4,OBJECTIVE RESPONSE RATE,4,12,33.3333,0
Neoplastic disease,Neuroendocrine Tumors,Phase 4,PROGRESSION-FREE SURVIVAL,4,12,33.3333,1
Neoplastic disease,Neuroendocrine Tumors,Phase 4,OVERALL SURVIVAL,3,12,25.0000,2
Neoplastic disease,Neuroendocrine Tumors,Phase 4,CHANGE IN EORTC QLQ-C30 SCORE,2,12,16.6667,7
Neoplastic disease,Neuroendocrine Tumors,Phase 4,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,2,12,16.6667,5
Neoplastic disease,Neuroendocrine Tumors,Phase 4,NUMBER OF PARTICIPANTS WITH TREATMENT EMERGENT ADVERSE EVENTS,2,12,16.6667,11
Neoplastic disease,Neuroendocrine Tumors,Phase 4,TIME TO TUMOR PROGRESSION,2,12,16.6667,12
Neurological disorder,Neuropathic Pain,Phase 1,AUC FROM 0 TO INFINITY,1,2,50.0000,13
Neurological disorder,Neuropathic Pain,Phase 1,CHANGE IN PAIN SCORE,1,2,50.0000,1
Neurological disorder,Neuropathic Pain,Phase 1,CMAX - MAXIMUM OBSERVED PLASMA CONCENTRATION,1,2,50.0000,14
Neurological disorder,Neuropathic Pain,Phase 1,NEUROPATHIC PAIN SYMPTOM INVENTORY SCORE,1,2,50.0000,15
Neurological disorder,Neuropathic Pain,Phase 1,TMAX - TIME OF OCCURRENCE OF CMAX,1,2,50.0000,16
Neurological disorder,Neuropathic Pain,Phase 1,TOTAL ACTIVITY SCORE,1,2,50.0000,17
Neurological disorder,Neuropathic Pain,Phase 2,CHANGE IN NRS PAIN SCORE,7,22,31.8182,3
Neurological disorder,Neuropathic Pain,Phase 2,PAIN RESPONSE RATE,7,22,31.8182,2
Neurological disorder,Neuropathic Pain,Phase 2,PATIENT GLOBAL IMPRESSION OF CHANGE,7,22,31.8182,0
Neurological disorder,Neuropathic Pain,Phase 2,CHANGE IN PAIN SCORE,4,22,18.1818,1
Neurological disorder,Neuropathic Pain,Phase 2,CHANGE IN BPI SCORE,3,22,13.6364,4
Neurological disorder,Neuropathic Pain,Phase 2,CHANGE IN VAS PAIN SCORE,3,22,13.6364,6
Neurological disorder,Neuropathic Pain,Phase 2,CHANGE IN NPSI TOTAL SCORE,2,22,9.0909,8
Neurological disorder,Neuropathic Pain,Phase 3,PATIENT GLOBAL IMPRESSION OF CHANGE,6,13,46.1538,0
Neurological disorder,Neuropathic Pain,Phase 3,CHANGE IN NRS PAIN SCORE,4,13,30.7692,3
Neurological disorder,Neuropathic Pain,Phase 3,CHANGE IN PAIN SCORE,4,13,30.7692,1
Neurological disorder,Neuropathic Pain,Phase 3,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,4,13,30.7692,5
Neurological disorder,Neuropathic Pain,Phase 3,PAIN RESPONSE RATE,3,13,23.0769,2
Neurological disorder,Neuropathic Pain,Phase 3,CHANGE IN BPI SCORE,2,13,15.3846,4
Neurological disorder,Neuropathic Pain,Phase 3,CHANGE IN EQ-5D SCORE,2,13,15.3846,7
Neurological disorder,Neuropathic Pain,Phase 4,CHANGE IN PAIN SCORE,4,13,30.7692,1
Neurological disorder,Neuropathic Pain,Phase 4,PATIENT GLOBAL IMPRESSION OF CHANGE,4,13,30.7692,0
Neurological disorder,Neuropathic Pain,Phase 4,OPIOID CONSUMPTION,2,13,15.3846,9
Neurological disorder,Neuropathic Pain,Phase 4,PAIN RESPONSE RATE,2,13,15.3846,2
Neurological disorder,Neuropathic Pain,Phase 4,PATIENT SATISFACTION,2,13,15.3846,10
Neurological disorder,Neuropathic Pain,Phase 4,30% PAIN RESPONSE RATE,1,13,7.6923,11
Neurological disorder,Neuropathic Pain,Phase 4,ANESTHESIA-RELATED POSTOPERATIVE COMPLICATIONS,1,13,7.6923,12
Blood disease,Neutropenia,Phase 1,MAXIMUM PLASMA CONCENTRATION,2,4,50.0000,9
Blood disease,Neutropenia,Phase 1,ABSOLUTE NEUTROPHIL COUNT NADIR,1,4,25.0000,14
Blood disease,Neutropenia,Phase 1,AUC FROM 0 TO 24 HOURS,1,4,25.0000,15
Blood disease,Neutropenia,Phase 1,AUC FROM 0 TO T,1,4,25.0000,16
Blood disease,Neutropenia,Phase 1,AVERAGE STEADY-STATE PLASMA CONCENTRATION,1,4,25.0000,17
Blood disease,Neutropenia,Phase 1,BLOOD NEUTROPHIL COUNTS,1,4,25.0000,18
Blood disease,Neutropenia,Phase 1,CMAX OF F-627,1,4,25.0000,21
Blood disease,Neutropenia,Phase 2,CHANGE IN HEMOGLOBIN,2,16,12.5000,6
Blood disease,Neutropenia,Phase 2,DURATION OF RESPONSE,2,16,12.5000,8
Blood disease,Neutropenia,Phase 2,DURATION OF SEVERE NEUTROPENIA,2,16,12.5000,0
Blood disease,Neutropenia,Phase 2,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,2,16,12.5000,10
Blood disease,Neutropenia,Phase 2,PERCENTAGE OF PARTICIPANTS ACHIEVING TARGET,2,16,12.5000,11
Blood disease,Neutropenia,Phase 2,PROGRESSION-FREE SURVIVAL,2,16,12.5000,12
Blood disease,Neutropenia,Phase 2,TIME TO ANC RECOVERY,2,16,12.5000,13
Blood disease,Neutropenia,Phase 3,DURATION OF SEVERE NEUTROPENIA,4,14,28.5714,0
Blood disease,Neutropenia,Phase 3,DEPTH OF ANC NADIR,3,14,21.4286,1
Blood disease,Neutropenia,Phase 3,FREQUENCY OF INFECTIONS,3,14,21.4286,2
Blood disease,Neutropenia,Phase 3,INCIDENCE OF FEBRILE NEUTROPENIA,3,14,21.4286,3
Blood disease,Neutropenia,Phase 3,NUMBER OF PARTICIPANTS WITH FEBRILE NEUTROPENIA,3,14,21.4286,4
Blood disease,Neutropenia,Phase 3,TIME TO ABSOLUTE NEUTROPHIL COUNT RECOVERY,3,14,21.4286,5
Blood disease,Neutropenia,Phase 3,CHANGE IN PLATELET COUNT,2,14,14.2857,7
Blood disease,Neutropenia,Phase 4,CHANGE IN ABSOLUTE NEUTROPHIL COUNT,1,3,33.3333,19
Blood disease,Neutropenia,Phase 4,CHANGE IN PAIN SCORE,1,3,33.3333,20
Blood disease,Neutropenia,Phase 4,DURATION ADJUSTED AVERAGE CHANGE IN DYSESTHESIA SYMPTOM SCORE,1,3,33.3333,22
Blood disease,Neutropenia,Phase 4,DURATION ADJUSTED AVERAGE CHANGE IN PAIN SCORE,1,3,33.3333,23
Blood disease,Neutropenia,Phase 4,DURATION ADJUSTED AVERAGE CHANGE IN PARESTHESIA,1,3,33.3333,24
Blood disease,Neutropenia,Phase 4,DURATION ADJUSTED AVERAGE CHANGE IN PARESTHESIC SYMPTOM SCORE,1,3,33.3333,25
Blood disease,Neutropenia,Phase 4,INCIDENCE OF ANTI-RHG-CSF ANTIBODIES,1,3,33.3333,26
Neoplastic disease,Non-Hodgkin Lymphoma,Phase 1,OBJECTIVE RESPONSE RATE,7,14,50.0000,0
Neoplastic disease,Non-Hodgkin Lymphoma,Phase 1,PROGRESSION-FREE SURVIVAL,6,14,42.8571,1
Neoplastic disease,Non-Hodgkin Lymphoma,Phase 1,MAXIMUM TOLERATED DOSE,4,14,28.5714,6
Neoplastic disease,Non-Hodgkin Lymphoma,Phase 1,OVERALL SURVIVAL,4,14,28.5714,2
Neoplastic disease,Non-Hodgkin Lymphoma,Phase 1,DURATION OF RESPONSE,2,14,14.2857,3
Neoplastic disease,Non-Hodgkin Lymphoma,Phase 1,NUMBER OF PARTICIPANTS WITH A DOSE-LIMITING TOXICITY,2,14,14.2857,9
Neoplastic disease,Non-Hodgkin Lymphoma,Phase 1,NUMBER OF PARTICIPANTS WITH SERIOUS AND/OR NON-SERIOUS ADVERSE EVENTS,2,14,14.2857,10
