outcome_rank,outcome_category,outcome_normalized,start_year,trial_count
186,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH CLINICALLY SIGNIFICANT LABORATORY ABNORMALITIES,2012,6
187,Biomarkers/Lab Values,CHANGE IN NT-PROBNP,2012,7
188,Disease Activity Scores,CHANGE IN UPDRS SCORE,2012,16
189,Adverse Events/Safety,NUMBER OF TREATMENT-EMERGENT ADVERSE EVENTS,2012,3
190,Biomarkers/Lab Values,PERCENT CHANGE IN APOLIPOPROTEIN B,2012,17
191,Biomarkers/Lab Values,NUMBER OF PARTICIPANTS WITH LABORATORY TEST ABNORMALITIES,2012,3
192,Adverse Events/Safety,"NUMBER OF SUBJECTS WITH ANY, GRADE 3 AND RELATED SOLICITED GENERAL SYMPTOMS",2012,3
193,Symptoms/Pain,OPIOID CONSUMPTION,2012,7
194,Hospitalization/Healthcare Use,TIME TO HOSPITAL DISCHARGE,2012,6
195,Vital Signs/Physical Measures,HEART RATE,2012,1
196,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN RESPIRATORY RATE,2012,2
197,Survival/Time-to-Event,RELAPSE-FREE SURVIVAL,2012,3
198,Response Rates,PERCENTAGE OF PARTICIPANTS WITH VIROLOGIC FAILURE,2012,5
199,Quality of Life/PRO,CHANGE IN EQ-5D-5L SCORE,2012,7
200,Survival/Time-to-Event,OVERALL SURVIVAL RATE,2012,9
201,Response Rates,PATHOLOGIC COMPLETE RESPONSE,2012,6
202,Quality of Life/PRO,TREATMENT SATISFACTION,2012,6
203,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ANY ADVERSE EVENTS,2012,7
204,Biomarkers/Lab Values,MINIMAL RESIDUAL DISEASE NEGATIVITY,2012,5
205,Imaging Outcomes,CHANGE IN TUMOR SIZE,2012,13
206,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH SERIOUS AND/OR NON-SERIOUS ADVERSE EVENTS,2012,5
207,Symptoms/Pain,VAS PAIN SCORE,2012,7
208,Quality of Life/PRO,CHANGE IN EQ-5D VAS SCORE,2012,11
209,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS LEADING TO DISCONTINUATION,2012,4
210,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH DRUG-RELATED ADVERSE EVENTS,2012,6
211,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ECG ABNORMALITIES,2012,4
212,Biomarkers/Lab Values,CHANGE IN C-REACTIVE PROTEIN,2012,5
213,Mental Health Outcomes,CHANGE IN HADS SCORE,2012,3
214,Mental Health Outcomes,CHANGE FROM BASELINE IN CGI-S SCORE,2012,7
215,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN SYSTOLIC BLOOD PRESSURE,2012,4
216,Quality of Life/PRO,CHANGE IN FATIGUE SCORE,2012,7
217,Response Rates,CLINICAL RESPONSE,2012,7
218,Survival/Time-to-Event,TIME TO PSA PROGRESSION,2012,4
219,Pharmacokinetics,ELIMINATION RATE CONSTANT,2012,1
220,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS OF SPECIAL INTEREST,2012,3
221,Pharmacokinetics,PEAK PLASMA CONCENTRATION,2012,4
222,Symptoms/Pain,NAUSEA,2012,4
223,Biomarkers/Lab Values,CHANGE IN ABSOLUTE NEUTROPHIL COUNT,2012,3
225,Biomarkers/Lab Values,CHANGE IN HEMATOCRIT,2012,4
226,Mortality,TREATMENT-RELATED MORTALITY,2012,3
227,Survival/Time-to-Event,RECURRENCE-FREE SURVIVAL,2012,3
228,Pharmacokinetics,AUCTAU,2012,8
229,Functional Status,CHANGE IN EDSS SCORE,2012,1
230,Biomarkers/Lab Values,CHANGE IN HSCRP,2012,8
231,Response Rates,TUMOR RESPONSE RATE,2012,2
232,Response Rates,PASI 50 RESPONSE,2012,6
233,Adverse Events/Safety,PROCEDURAL SUCCESS,2012,8
234,Quality of Life/PRO,CHANGE IN KCCQ SCORE,2012,4
235,Quality of Life/PRO,SLEEP EFFICIENCY,2012,3
236,Survival/Time-to-Event,TIME TO RELAPSE,2012,8
237,Pharmacokinetics,MINIMUM PLASMA CONCENTRATION,2012,1
238,Symptoms/Pain,PRURITUS SCORE,2012,2
239,Vital Signs/Physical Measures,NUMBER OF PARTICIPANTS WITH CLINICALLY SIGNIFICANT CHANGES IN VITAL SIGNS,2012,2
240,Immunogenicity,SERORESPONSE RATE,2012,4
241,Mental Health Outcomes,CHANGE IN CGI-S SCORE,2012,6
242,Adverse Events/Safety,FREQUENCY OF ADVERSE EVENTS,2012,6
244,Remission/Cure,DEPRESSION REMISSION RATE,2012,7
245,Disease Control,STABLE DISEASE RATE,2012,3
246,Vital Signs/Physical Measures,BODY MASS INDEX,2012,3
247,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN DIASTOLIC BLOOD PRESSURE,2012,4
248,Disease Activity Scores,CHANGE IN SDAI SCORE,2012,19
249,Symptoms/Pain,DYSPNEA SCORE,2012,4
250,Microbiological/Virological,MICROBIOLOGICAL ERADICATION,2012,2
251,Survival/Time-to-Event,TIME TO TUMOR PROGRESSION,2012,3
252,Pharmacokinetics,APPARENT CLEARANCE (CL/F),2012,3
253,Biomarkers/Lab Values,CHANGE IN FASTING INSULIN,2012,2
255,Adverse Events/Safety,ADVERSE EVENTS LEADING TO DISCONTINUATION,2012,3
256,Mortality,ALL COLLECTED DEATHS,2012,4
258,Biomarkers/Lab Values,CHANGE IN FASTING GLUCOSE,2012,2
259,Vital Signs/Physical Measures,FORCED EXPIRATORY VOLUME IN 1 SECOND (FEV1),2012,5
260,Quality of Life/PRO,PARTICIPANT SATISFACTION,2012,4
261,Response Rates,PASI 100 RESPONSE,2012,4
262,Biomarkers/Lab Values,CHANGE IN INR,2012,3
263,Vital Signs/Physical Measures,INTRAOCULAR PRESSURE,2012,3
264,Biomarkers/Lab Values,CHANGE IN HOMA-IR,2012,3
265,Adverse Events/Safety,INCIDENCE OF SERIOUS ADVERSE EVENTS,2012,8
266,Mortality,NUMBER OF PARTICIPANTS WHO DIED,2012,4
267,Pharmacokinetics,PLASMA DECAY HALF-LIFE,2012,2
268,Quality of Life/PRO,TOTAL SLEEP TIME,2012,1
269,Response Rates,TUMOR RESPONSE,2012,1
270,Hospitalization/Healthcare Use,LENGTH OF STAY,2012,2
271,Pharmacokinetics,MAXIMUM OBSERVED PLASMA CONCENTRATION,2012,2
272,Mental Health Outcomes,CHANGE IN CES-D SCORE,2012,3
274,Survival/Time-to-Event,DURATION OF OBJECTIVE RESPONSE,2012,4
275,Hospitalization/Healthcare Use,ICU ADMISSION RATE,2012,4
276,Hospitalization/Healthcare Use,ICU LENGTH OF STAY,2012,5
277,Vital Signs/Physical Measures,NUMBER OF PARTICIPANTS WITH CLINICALLY SIGNIFICANT CHANGE IN VITAL SIGNS,2012,2
278,Immunogenicity,NUMBER OF PARTICIPANTS WITH POSITIVE ANTI-DRUG ANTIBODIES,2012,2
279,Adverse Events/Safety,NUMBER OF SUBJECTS REPORTING UNSOLICITED ADVERSE EVENTS,2012,2
280,Quality of Life/PRO,PATIENT GLOBAL IMPRESSION OF IMPROVEMENT,2012,4
281,Vital Signs/Physical Measures,FORCED VITAL CAPACITY,2012,5
282,Biomarkers/Lab Values,LABORATORY VALUES SUMMARY,2012,3
283,Mortality,NON-RELAPSE MORTALITY,2012,4
284,Functional Status,VISUAL ACUITY,2012,4
285,Mental Health Outcomes,CHANGE IN BDI-II SCORE,2012,6
286,Mental Health Outcomes,PERCEIVED STRESS SCORE,2012,1
287,Response Rates,TARGET LESION RESPONSE,2012,7
288,Disease Activity Scores,ANNUALIZED RELAPSE RATE,2012,3
289,Mental Health Outcomes,CHANGE IN ANXIETY SCORE,2012,1
290,Biomarkers/Lab Values,CHANGE IN PSA,2012,7
291,Response Rates,COMPLETE REMISSION RATE,2012,3
292,Remission/Cure,ENDOSCOPIC REMISSION,2012,5
293,Survival/Time-to-Event,PROGRESSION-FREE SURVIVAL RATE,2012,7
294,Hospitalization/Healthcare Use,READMISSION RATE,2012,3
295,Disease Control,ANNUAL EXACERBATION RATE,2012,5
296,Disease Control,CLINICAL SUCCESS,2012,7
297,Remission/Cure,CURE RATE,2012,2
298,Pharmacokinetics,AUC0-LAST,2012,3
299,Functional Status,CHANGE IN VISUAL ACUITY,2012,5
300,Hospitalization/Healthcare Use,EMERGENCY ROOM VISITS,2012,1
301,Biomarkers/Lab Values,MEAN CHANGE IN HEMOGLOBIN,2012,3
302,Imaging Outcomes,PERCENT CHANGE IN BONE MINERAL DENSITY,2012,5
303,Symptoms/Pain,CHANGE IN ADHD-RS SCORE,2012,3
304,Biomarkers/Lab Values,CHANGE IN TOTAL BILIRUBIN,2012,3
305,Disease Control,DURATION OF STABLE DISEASE,2012,4
306,Mortality,MORTALITY,2012,4
307,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT SERIOUS ADVERSE EVENTS,2012,2
308,Biomarkers/Lab Values,PERCENT CHANGE IN NON-HDL-C,2012,15
309,Mortality,PERCENTAGE OF PARTICIPANTS WHO DIED,2012,4
310,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN ECG PARAMETERS,2012,2
311,Treatment Adherence,MEDICATION ADHERENCE,2012,2
312,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS,2012,2
313,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH GRADE 3 OR HIGHER ADVERSE EVENTS,2012,3
314,Disease Control,TECHNICAL SUCCESS,2012,4
315,Disease Activity Scores,CHANGE IN BASDAI SCORE,2012,3
316,Functional Status,CHANGE IN ECOG PERFORMANCE STATUS,2012,2
317,Remission/Cure,CLINICAL CURE RATE,2012,5
318,Biomarkers/Lab Values,INSULIN SENSITIVITY,2012,5
319,Treatment Adherence,NUMBER OF PARTICIPANTS COMPLETING TREATMENT,2012,3
320,Adverse Events/Safety,TOTAL SERIOUS ADVERSE EVENTS SUMMARY,2012,3
321,Symptoms/Pain,CHANGE IN DYSPNEA SCORE,2012,4
322,Biomarkers/Lab Values,CHANGE IN SERUM CREATININE,2012,5
323,Quality of Life/PRO,CHANGE IN SF-12 SCORE,2012,7
324,Mental Health Outcomes,CLINICIAN GLOBAL IMPRESSION,2012,4
325,Functional Status,CHANGE IN PHYSICAL ACTIVITY,2012,2
326,Quality of Life/PRO,CLIENT SATISFACTION,2012,1
327,Other Clinical Endpoints,DEVICE SUCCESS,2012,8
328,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ANY ADVERSE EVENT,2012,13
329,Biomarkers/Lab Values,PERCENT CHANGE IN LDL-C,2012,8
330,Vital Signs/Physical Measures,RESPIRATORY RATE,2012,1
331,Mortality,90-DAY MORTALITY,2012,5
332,Adverse Events/Safety,"NUMBER OF SUBJECTS WITH ANY, GRADE 3 AND RELATED UNSOLICITED ADVERSE EVENTS",2012,1
334,Vital Signs/Physical Measures,MEAN CHANGE IN BLOOD PRESSURE,2012,2
335,Response Rates,PSA RESPONSE RATE,2012,2
336,Pharmacokinetics,STEADY-STATE CONCENTRATION,2012,5
337,Pharmacokinetics,SYSTEMIC CLEARANCE,2012,1
338,Vital Signs/Physical Measures,TROUGH FEV1,2012,9
339,Pharmacokinetics,APPARENT TERMINAL ELIMINATION HALF-LIFE,2012,2
341,Mortality,NUMBER OF DEATHS,2012,4
343,Quality of Life/PRO,CHANGE IN FACIT-FATIGUE SCORE,2012,3
344,Response Rates,MEDIAN DURATION OF RESPONSE,2012,7
346,Vital Signs/Physical Measures,NUMBER OF PARTICIPANTS WITH ABNORMAL VITAL SIGNS,2012,2
347,Adverse Events/Safety,NUMBER OF TREATMENT EMERGENT ADVERSE EVENTS,2012,4
348,Adverse Events/Safety,PERCENTAGE OF PARTICIPANTS WITH TREATMENT EMERGENT ADVERSE EVENTS,2012,5
349,Quality of Life/PRO,PITTSBURGH SLEEP QUALITY INDEX SCORE,2012,1
350,Response Rates,PROSTATE-SPECIFIC ANTIGEN RESPONSE,2012,4
351,Adverse Events/Safety,ESTIMATED BLOOD LOSS,2012,7
352,Response Rates,PERCENTAGE OF PATIENTS ACHIEVING TARGET,2012,2
353,Mental Health Outcomes,CLINICAL GLOBAL IMPRESSION - IMPROVEMENT,2012,2
354,Adverse Events/Safety,NUMBER OF PARTICIPANTS REPORTING ONE OR MORE TREATMENT-EMERGENT ADVERSE EVENTS,2012,1
355,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH DOSE LIMITING TOXICITY,2012,2
356,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH CLINICALLY SIGNIFICANT ECG ABNORMALITIES,2012,1
357,Quality of Life/PRO,PATIENT GLOBAL IMPRESSION OF SEVERITY,2012,3
358,Biomarkers/Lab Values,PERCENT CHANGE IN NON-HDL CHOLESTEROL,2012,10
359,Pharmacokinetics,AUCINF,2012,4
360,Mental Health Outcomes,BECK DEPRESSION INVENTORY SCORE,2012,6
361,Functional Status,CHANGE FROM BASELINE IN BEST CORRECTED VISUAL ACUITY,2012,3
362,Functional Status,CHANGE IN BEST CORRECTED VISUAL ACUITY,2012,2
363,Adverse Events/Safety,NUMBER OF SUBJECTS WITH ANY UNSOLICITED ADVERSE EVENTS,2012,3
364,Disease Activity Scores,PERCENT CHANGE IN EASI SCORE,2012,2
365,Immunogenicity,PERCENTAGE OF PARTICIPANTS WITH ANTI-DRUG ANTIBODIES,2012,2
366,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN HEART RATE,2012,6
367,Vital Signs/Physical Measures,CHANGE IN BODY TEMPERATURE,2012,2
368,Mental Health Outcomes,CHANGE IN PERCEIVED STRESS SCORE,2012,1
369,Quality of Life/PRO,CLINICIAN GLOBAL IMPRESSION OF CHANGE,2012,6
370,Mental Health Outcomes,DEPRESSIVE SYMPTOMS,2012,1
371,Adverse Events/Safety,INCIDENCE OF TREATMENT EMERGENT ADVERSE EVENTS,2012,4
372,Adverse Events/Safety,TOTAL OPIOID CONSUMPTION,2012,1
375,Vital Signs/Physical Measures,CHANGE IN INTRAOCULAR PRESSURE,2012,5
376,Vital Signs/Physical Measures,CHANGES IN FORCED VITAL CAPACITY,2012,3
377,Imaging Outcomes,LEFT VENTRICULAR EJECTION FRACTION,2012,4
378,Vital Signs/Physical Measures,MEAN ARTERIAL PRESSURE,2012,2
379,Vital Signs/Physical Measures,MEAN CHANGE IN HEART RATE,2012,4
380,Immunogenicity,NUMBER OF SEROCONVERTED SUBJECTS,2012,5
381,Hospitalization/Healthcare Use,PROCEDURE TIME,2012,5
383,Pharmacokinetics,AUC0-TZ,2012,2
384,Quality of Life/PRO,CHANGE IN SLEEP QUALITY SCORE,2012,3
385,Adverse Events/Safety,NUMBER OF SUBJECTS WITH UNSOLICITED ADVERSE EVENTS,2012,3
386,Microbiological/Virological,PERCENTAGE OF PARTICIPANTS WITH HCV RNA < LLOQ,2012,3
387,Survival/Time-to-Event,TIME TO FIRST EXACERBATION,2012,4
388,Adverse Events/Safety,TREATMENT DISCONTINUATION RATE,2012,4
389,Immunogenicity,VACCINE RESPONSE RATE,2012,3
390,Quality of Life/PRO,CHANGE IN HEALTH-RELATED QUALITY OF LIFE SCORE,2012,1
391,Hospitalization/Healthcare Use,DURATION OF HOSPITAL STAY,2012,1
392,Survival/Time-to-Event,MEDIAN SURVIVAL TIME,2012,2
393,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH TREATMENT RELATED ADVERSE EVENTS,2012,2
394,Hospitalization/Healthcare Use,OPERATIVE TIME,2012,4
395,Quality of Life/PRO,SLEEP QUALITY SCORE,2012,1
396,Survival/Time-to-Event,2-YEAR SURVIVAL RATE,2012,2
397,Vital Signs/Physical Measures,CHANGE IN RESPIRATORY RATE,2012,1
398,Quality of Life/PRO,CHANGE IN TREATMENT SATISFACTION SCORE,2012,1
399,Symptoms/Pain,CHANGE IN WOMAC STIFFNESS SCORE,2012,3
400,Hospitalization/Healthcare Use,DURATION OF MECHANICAL VENTILATION,2012,2
402,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH CLINICAL LABORATORY ABNORMALITIES,2012,4
403,Symptoms/Pain,PAIN INTENSITY,2012,2
404,Pharmacokinetics,AUC(0-T),2012,2
405,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN BODY TEMPERATURE,2012,1
406,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN SYSTOLIC AND DIASTOLIC BLOOD PRESSURE,2012,4
407,Biomarkers/Lab Values,CHANGE IN ALBUMIN AND TOTAL PROTEIN,2012,5
408,Biomarkers/Lab Values,CHANGE IN INSULIN SENSITIVITY,2012,4
409,Mental Health Outcomes,CHANGE IN SELF-EFFICACY SCORE,2012,1
410,Symptoms/Pain,INSOMNIA SEVERITY INDEX,2012,3
411,Functional Status,MEAN CHANGE IN BEST CORRECTED VISUAL ACUITY,2012,3
412,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH CLINICALLY SIGNIFICANT ECG CHANGES,2012,3
413,Response Rates,PATHOLOGIC COMPLETE RESPONSE RATE,2012,4
414,Adverse Events/Safety,PERCENTAGE OF PARTICIPANTS REPORTING LOCAL REACTIONS,2012,2
415,Mortality,TRANSPLANT-RELATED MORTALITY,2012,1
417,Survival/Time-to-Event,6-MONTH PROGRESSION-FREE SURVIVAL,2012,1
418,Mental Health Outcomes,CHANGE IN DEPRESSION SCORE,2012,1
419,Quality of Life/PRO,CLINICAL GLOBAL IMPRESSION OF CHANGE,2012,5
420,Immunogenicity,GEOMETRIC MEAN TITER OF ANTIBODIES,2012,3
421,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ADVERSE DRUG REACTIONS,2012,3
422,Biomarkers/Lab Values,PERCENT CHANGE IN FASTING TRIGLYCERIDES,2012,11
423,Response Rates,PERCENTAGE OF PARTICIPANTS WITH CLINICAL RESPONSE,2012,2
424,Immunogenicity,SEROPOSITIVITY RATE,2012,1
425,Hospitalization/Healthcare Use,VENTILATOR-FREE DAYS,2012,2
426,Pharmacokinetics,APPARENT TOTAL BODY CLEARANCE,2012,2
427,Biomarkers/Lab Values,CHANGE IN BNP,2012,4
428,Vital Signs/Physical Measures,CHANGE IN FORCED VITAL CAPACITY,2012,1
429,Mental Health Outcomes,DEPRESSION SCORE,2012,3
430,Disease Activity Scores,PERCENT CHANGE IN PASI SCORE,2012,5
431,Biomarkers/Lab Values,CHANGE IN BILIRUBIN AND CREATININE,2012,3
432,Symptoms/Pain,CHANGE IN INSOMNIA SEVERITY INDEX SCORE,2012,2
434,Adverse Events/Safety,PERCENTAGE OF PARTICIPANTS EXPERIENCING TREATMENT-EMERGENT ADVERSE EVENTS,2012,1
436,Hospitalization/Healthcare Use,LENGTH OF ICU STAY,2012,4
437,Response Rates,NUMBER OF RESPONDERS,2012,3
439,Adverse Events/Safety,NUMBER OF SUBJECTS WITH SOLICITED GENERAL SYMPTOMS,2012,3
440,Pharmacokinetics,TIME OF MAXIMUM CONCENTRATION,2012,5
441,Functional Status,TIMED UP AND GO TEST,2012,1
442,Biomarkers/Lab Values,CHANGE FROM BASELINE IN FASTING PLASMA GLUCOSE,2012,2
443,Biomarkers/Lab Values,CHANGE FROM BASELINE IN RED BLOOD CELL COUNT,2012,7
444,Disease Activity Scores,CHANGE IN SWOLLEN JOINT COUNT,2012,8
445,Response Rates,CONFIRMED RESPONSE RATE,2012,2
446,Imaging Outcomes,MRI LESION COUNT,2012,1
447,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH NON-SERIOUS ADVERSE EVENTS,2012,3
448,Adverse Events/Safety,PERCENTAGE OF PARTICIPANTS REPORTING SYSTEMIC EVENTS,2012,2
449,Mortality,28-DAY MORTALITY,2012,2
450,Pharmacokinetics,APPARENT VOLUME OF DISTRIBUTION (VZ/F),2012,2
451,Remission/Cure,CLINICAL CURE,2012,6
452,Survival/Time-to-Event,DURATION OF COMPLETE RESPONSE,2012,2
453,Biomarkers/Lab Values,MEAN CHANGE IN HEMOGLOBIN A1C,2012,2
455,Remission/Cure,PERCENTAGE OF PARTICIPANTS ACHIEVING CLINICAL REMISSION,2012,3
456,Adverse Events/Safety,RATE OF ADVERSE EVENTS,2012,2
457,Mortality,TIME TO DEATH,2012,1
458,Adverse Events/Safety,ANNUALIZED BLEEDING RATE,2012,3
459,Functional Status,CHANGE FROM BASELINE IN BCVA,2012,1
460,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN BODY WEIGHT,2012,5
461,Functional Status,CHANGE IN WOMAC PHYSICAL FUNCTION SCORE,2012,1
463,Adverse Events/Safety,DRUG-RELATED ADVERSE EVENTS,2012,1
465,Adverse Events/Safety,OCCURRENCE OF ADVERSE EVENTS,2012,2
467,Quality of Life/PRO,SLEEP DISTURBANCE SCORE,2012,1
469,Symptoms/Pain,APNEA-HYPOPNEA INDEX,2012,6
470,Response Rates,EULAR RESPONSE RATE,2012,4
471,Vital Signs/Physical Measures,MEAN HEART RATE,2012,2
472,Response Rates,PERCENTAGE OF PARTICIPANTS WITH RELAPSE,2012,2
473,Pharmacokinetics,TERMINAL PHASE ELIMINATION HALF-LIFE,2012,1
474,Response Rates,TREATMENT SUCCESS,2012,1
475,Functional Status,ACTIVITIES OF DAILY LIVING,2012,1
476,Biomarkers/Lab Values,CHANGE IN FASTING SERUM GLUCOSE,2012,3
478,Disease Control,DURATION OF DISEASE CONTROL,2012,1
479,Treatment Adherence,DURATION OF TREATMENT,2012,3
480,Adverse Events/Safety,NUMBER OF DOSE LIMITING TOXICITIES,2012,3
481,Adverse Events/Safety,NUMBER OF SUBJECTS WITH SOLICITED LOCAL SYMPTOMS,2012,2
483,Mental Health Outcomes,ANXIETY SCORE,2012,1
484,Pharmacokinetics,AVERAGE PLASMA CONCENTRATION,2012,4
485,Disease Activity Scores,CHANGE IN TENDER JOINT COUNT,2012,9
486,Quality of Life/PRO,CHANGE IN WOMAC SCORE,2012,3
487,Mortality,IN-HOSPITAL MORTALITY,2012,2
488,Adverse Events/Safety,INCIDENCE AND SEVERITY OF ADVERSE EVENTS,2012,3
489,Response Rates,NUMBER OF PARTICIPANTS ACHIEVING TARGET,2012,2
491,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN HEIGHT,2012,4
492,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN INTRAOCULAR PRESSURE,2012,1
493,Quality of Life/PRO,CHANGE IN PITTSBURGH SLEEP QUALITY INDEX SCORE,2012,2
494,Functional Status,CHANGE IN WHO FUNCTIONAL CLASS,2012,2
495,Functional Status,HARRIS HIP SCORE,2012,2
497,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH DOSE-LIMITING TOXICITY,2012,2
499,Adverse Events/Safety,PERCENTAGE OF PARTICIPANTS WITH AT LEAST ONE ADVERSE EVENT,2012,2
500,Pharmacokinetics,PLASMA TROUGH CONCENTRATION,2012,2
1,Response Rates,OBJECTIVE RESPONSE RATE,2013,350
2,Survival/Time-to-Event,OVERALL SURVIVAL,2013,322
3,Survival/Time-to-Event,PROGRESSION-FREE SURVIVAL,2013,311
4,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,2013,254
5,Pharmacokinetics,MAXIMUM PLASMA CONCENTRATION,2013,258
6,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,2013,122
7,Pharmacokinetics,TIME TO MAXIMUM CONCENTRATION,2013,166
8,Response Rates,DURATION OF RESPONSE,2013,118
9,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,2013,85
10,Pharmacokinetics,AUC FROM 0 TO INFINITY,2013,103
11,Biomarkers/Lab Values,CHANGE IN HEMOGLOBIN A1C,2013,99
12,Vital Signs/Physical Measures,CHANGE IN BODY WEIGHT,2013,89
13,Pharmacokinetics,AREA UNDER THE CONCENTRATION-TIME CURVE,2013,66
14,Disease Control,DISEASE CONTROL RATE,2013,45
15,Pharmacokinetics,PLASMA DRUG CONCENTRATION,2013,61
16,Quality of Life/PRO,CHANGE IN QUALITY OF LIFE SCORE,2013,56
17,Symptoms/Pain,CHANGE IN VAS PAIN SCORE,2013,62
18,Quality of Life/PRO,PATIENT SATISFACTION,2013,71
19,Dose-Finding,MAXIMUM TOLERATED DOSE,2013,55
20,Symptoms/Pain,CHANGE IN PAIN SCORE,2013,53
21,Survival/Time-to-Event,TIME TO PROGRESSION,2013,43
22,Mortality,ALL-CAUSE MORTALITY,2013,57
23,Response Rates,PERCENTAGE OF PARTICIPANTS ACHIEVING TARGET,2013,62
24,Vital Signs/Physical Measures,CHANGE IN BLOOD PRESSURE,2013,44
25,Pharmacokinetics,AUC FROM 0 TO LAST MEASURABLE CONCENTRATION,2013,62
26,Biomarkers/Lab Values,CHANGE IN FASTING PLASMA GLUCOSE,2013,57
27,Adverse Events/Safety,NUMBER OF ADVERSE EVENTS,2013,50
28,Quality of Life/PRO,CHANGE IN SF-36 SCORE,2013,34
29,Response Rates,COMPLETE RESPONSE RATE,2013,30
30,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH TREATMENT EMERGENT ADVERSE EVENTS,2013,35
31,Vital Signs/Physical Measures,CHANGE IN HEART RATE,2013,40
32,Biomarkers/Lab Values,CHANGE IN HEMOGLOBIN,2013,26
33,Adverse Events/Safety,PERCENTAGE OF PARTICIPANTS WITH ADVERSE EVENTS,2013,41
34,Immunogenicity,SEROCONVERSION RATE,2013,35
35,Pharmacokinetics,VOLUME OF DISTRIBUTION,2013,37
36,Response Rates,CLINICAL BENEFIT RATE,2013,45
37,Quality of Life/PRO,CHANGE IN EQ-5D SCORE,2013,40
38,Hospitalization/Healthcare Use,LENGTH OF HOSPITAL STAY,2013,39
39,Vital Signs/Physical Measures,CHANGE IN BODY MASS INDEX,2013,45
40,Quality of Life/PRO,PATIENT GLOBAL IMPRESSION OF CHANGE,2013,38
41,Symptoms/Pain,CHANGE IN NRS PAIN SCORE,2013,44
42,Response Rates,SUSTAINED VIROLOGIC RESPONSE,2013,50
43,Adverse Events/Safety,DOSE-LIMITING TOXICITIES,2013,23
44,Biomarkers/Lab Values,CHANGE IN LDL CHOLESTEROL,2013,29
45,Survival/Time-to-Event,EVENT-FREE SURVIVAL,2013,27
46,Immunogenicity,SEROPROTECTION RATE,2013,31
47,Functional Status,CHANGE IN 6-MINUTE WALK DISTANCE,2013,35
48,Response Rates,TIME TO RESPONSE,2013,28
49,Survival/Time-to-Event,DISEASE-FREE SURVIVAL,2013,26
50,Pharmacokinetics,APPARENT VOLUME OF DISTRIBUTION,2013,19
51,Mental Health Outcomes,CHANGE IN MADRS SCORE,2013,18
52,Biomarkers/Lab Values,CHANGE IN CRP,2013,26
53,Immunogenicity,ANTI-DRUG ANTIBODIES,2013,21
54,Biomarkers/Lab Values,CHANGE IN TRIGLYCERIDES,2013,13
55,Mental Health Outcomes,CHANGE IN PHQ-9 SCORE,2013,15
56,Biomarkers/Lab Values,CHANGE IN TOTAL CHOLESTEROL,2013,16
57,Response Rates,ACR20 RESPONSE,2013,20
58,Biomarkers/Lab Values,CHANGE IN HDL CHOLESTEROL,2013,13
59,Pharmacokinetics,HALF-LIFE,2013,20
60,Disease Activity Scores,CHANGE IN DAS28 SCORE,2013,19
61,Vital Signs/Physical Measures,CHANGE IN SYSTOLIC BLOOD PRESSURE,2013,18
62,Pharmacokinetics,CLEARANCE,2013,17
63,Functional Status,CHANGE IN HAQ-DI SCORE,2013,16
64,Biomarkers/Lab Values,CHANGE IN VIRAL LOAD,2013,8
65,Treatment Adherence,TREATMENT ADHERENCE RATE,2013,18
66,Biomarkers/Lab Values,CHANGE IN ALT,2013,10
